Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Community_Lvl_2	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1	Infered_Community_Name_Lvl_2
Graphic Designer Internship__s	Graphic Designer Internship	2.0	4	4.4	4.4.26	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
IMPORT SUPPLYING ADMINISTRATOR__s	IMPORT SUPPLYING ADMINISTRATOR	2.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Choregrapher Dancer__s	Choregrapher Dancer	2.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
Quality Assurance Manager__s	Quality Assurance Manager	2.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
building emloyee__s	building emloyee	2.0	3	3.3	3.3.4	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
area export manager__s	area export manager	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Head of Consumer Goods and Business Services__s	Head of Consumer Goods and Business Services	2.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
Sensory Evaluation and Consumer Test Specialist__s	Sensory Evaluation and Consumer Test Specialist	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Dispatched industrialization engineer__s	Dispatched industrialization engineer	2.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Process engineer__s	Process engineer	2.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Communications and Partnerships Manager__s	Communications and Partnerships Manager	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Captain TRI TRE WESTWIND AVIATION__s	Captain TRI TRE WESTWIND AVIATION	2.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
Digital Pathology Marketing Manager Europe__s	Digital Pathology Marketing Manager Europe	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Shope__s	Shope	2.0	0	0.0	0.0.1	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Business Unit Director__s	Business Unit Director	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Manager villa__s	Manager villa	2.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
BI SOLUTION ARCHITECT__s	BI SOLUTION ARCHITECT	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Physicien__s	Physicien	2.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Technicien application__s	Technicien application	2.0	3	3.3	3.3.4	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Head of SAP Business One France__s	Head of SAP Business One France	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Wine Educator__s	Wine Educator	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Group Head of Sales Excellence__s	Group Head of Sales Excellence	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Program Executive__s	Program Executive	2.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
Connectivity Engineer__s	Connectivity Engineer	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
MER__s	MER	2.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Advertising Sales and Marketing__s	Advertising Sales and Marketing	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Research fellow__s	Research fellow	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Head of Customer Technical Support__s	Head of Customer Technical Support	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Pianiste__s	Pianiste	2.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Deputy General Secretary__s	Deputy General Secretary	2.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
Information System Project Leader__s	Information System Project Leader	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
International Recruitment__s	International Recruitment	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Owner and Co Head__s	Owner and Co Head	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Operation Support Director__s	Operation Support Director	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
